t_dat,customer_id,article_id,price,sales_channel_id
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0685687002,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0685687002,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0680912006,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0680912006,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0692454002,0.025406779661016947,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0692454002,0.025406779661016947,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0640639001,0.010152542372881357,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0640639001,0.010152542372881357,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0664421002,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0664421002,0.016932203389830508,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0680912009,0.011847457627118646,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0680912009,0.011847457627118646,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0553139001,0.033881355932203386,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0553139001,0.033881355932203386,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0377277001,0.008457627118644067,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0377277001,0.008457627118644067,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0700819006,0.042355932203389825,2
2018-09-20,000aa7f0dc06cd7174389e76c9e132a67860c5f65f970699daccc14425ac31a8,0700819006,0.042355932203389825,2
2018-09-20,001127bffdda108579e6cb16080440e89bf1250a776c6e55f56e35e9ee029a8d,0397068015,0.033881355932203386,1
2018-09-20,001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,0652075001,0.011847457627118646,2
2018-09-20,001ea4e9c54f7e9c88811260d954edc059d596147e1cf8adc73323aebf571fd8,0670295001,0.010152542372881357,2
2018-09-20,001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,0631744002,0.016932203389830508,1
2018-09-20,001fd23db1109a94bba1319bb73df0b479059027c182da490e1161b34cd3af61,0562252035,0.02159322033898305,1
2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0649356002,0.0274406779661017,1
2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0579941002,0.019813559322033897,1
2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0629760002,0.01523728813559322,1
2018-09-20,0021da829b898f82269fc51feded4eac2129058ee95bd75bb1591e2eb14ecc79,0625229004,0.019813559322033897,1
2018-09-20,00228762ecff5b8d1ea6a2e52b96dafa198febddbc3bf350eb611f28e61ea6ce,0688545001,0.1342372881355932,2
2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0673531001,0.008457627118644067,2
2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0464277014,0.022016949152542376,2
2018-09-20,002b3c0a44a22c45a8d62ea9d2b88d1a89e335f8b8400335a85c3b5845794cb9,0464277014,0.022016949152542376,2
2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0617322003,0.033881355932203386,1
2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0617322003,0.018627118644067797,1
2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0620405001,0.018627118644067797,1
2018-09-20,003ac6eff3ca20cbe4e14a106a5e28b7551616005de8f9dd0f9455e5543b31ac,0678239001,0.025406779661016947,1
